Callsign,Relay of,Frequency,City,S/P,Country,Format,Slogan,ID,ERP-H,ERP-V,HAAT-H,HAAT-V,Lat-N,Long-W,Lang,Mode,PI Code,PS Info,Radiotext,PTY,Remarks,Decimal_Lat,Decimal_Lon,County,FIPS
W258DA,WBYO 88.9,99.5,HAGERSTOWN,MD,USA,CONTEMPORARY CHRISTIAN,WORD FM,141670,0.0,0.05,0.0,0.0,39-37-36,77-42-39,,,,,,,,39.626666666666665,-77.71083333333334,Washington,24043.0
WPKR,,99.5,OMRO,WI,USA,COUNTRY,99-5 PKR,42093,25.0,25.0,151.0,151.0,43-49-44,88-40-06,,,7D59,,,,,43.82888888888889,-88.66833333333334,Fond du Lac,55039.0
K258AD,KGTW 106.7,99.5,CRAIG,AK,USA,COUNTRY,GATEWAY COUNTRY 106.7,791,0.0,0.1,0.0,0.0,55-28-35,133-08-47,,,,,,,,55.47638888888889,-133.14638888888888,Prince of Wales-Hyder,2198.0
WRNN-FM,,99.5,SOCASTEE,SC,USA,TALK,HOT TALK 99 5,53949,21.5,21.5,108.0,108.0,33-43-16,78-53-45,,,82EB,HOT-TALK 99.5WRNN,-,,,33.721111111111114,-78.89583333333334,Horry,45051.0
WEVJ,,99.5,JACKSON,NH,USA,NEWS/TALK,NH PUBLIC RADIO,84239,4.7,4.7,52.0,52.0,44-10-30,71-10-07,,,6167,NHPR,,Public,,44.175,-71.16861111111112,Carroll,33003.0
WOKN,,99.5,SOUTHPORT,NY,USA,COUNTRY,99-5 WOKN COUNTRY,47322,1.7,1.7,191.0,191.0,42-01-55,76-47-02,,,7AB1,,,,,42.03194444444444,-76.78388888888888,Chemung,36015.0
KFSL-LP,,99.5,FOSSIL,OR,USA,VARIETY,,134334,0.1,0.1,-85.0,0.0,45-00-30,120-12-35,,,,,,,,45.00833333333333,-120.20972222222223,Wheeler,41069.0
KHCR,,99.5,BISMARCK,MO,USA,SOUTHERN GOSPEL,99.5 THE LIGHT,77277,4.2,4.2,243.2,243.2,37-38-52,90-37-33,,,,,,,,37.647777777777776,-90.62583333333333,St. Francois,29187.0
W258AU,WAYH 88.1,99.5,HUNTSVILLE,AL,USA,CONTEMPORARY CHRISTIAN,WAY FM,141160,0.12,0.12,392.7,0.0,34-44-12,86-31-59,,,,,,,,34.736666666666665,-86.53305555555555,Madison,1089.0
KFXX-FM,,99.5,KLAMATH FALLS,OR,USA,CLASSIC HITS,99.5 THE FOX,23246,60.0,60.0,112.0,112.0,42-12-56,121-47-51,,,1FA1,,,Adult Hits,,42.21555555555556,-121.7975,Klamath,41035.0
WYCD,,99.5,DETROIT,MI,USA,COUNTRY,99-5 YCD DETROIT'S COUNTRY,1089,17.5,17.5,240.0,240.0,42-27-13,83-09-50,,HD,943F,99.5WYCD DETROIT'S COUNTRY,99.5WYCD DETROIT'S COUNTRY,Country,,42.453611111111115,-83.16388888888889,Macomb,26099.0
W258AW,WRVT 88.7,99.5,MIDDLEBURY,VT,USA,NEWS/TALK,VERMONT PUBLIC RADIO,139966,0.038,0.038,-16.5,0.0,44-00-25,73-10-40,,,,,,,,44.00694444444444,-73.17777777777778,Addison,50001.0
KVLJ-LP,,99.5,VICTORIA,TX,USA,RELIGIOUS,,134296,0.064,0.064,0.0,0.0,28-48-49,96-59-43,Spanish,,,,,,,28.81361111111111,-96.99527777777777,Jackson,48239.0
K258AU,KUOP 91.3,99.5,MERCED,CA,USA,NEWS/TALK,THE NPR STATION,141050,0.01,0.01,146.7,0.0,37-25-35,120-26-25,,,,,,,,37.42638888888889,-120.44027777777778,Mariposa,6043.0
W258AZ,WVPR 89.5,99.5,NEWBURY,VT,USA,NEWS/TALK,VERMONT PUBLIC RADIO,155335,0.01,0.01,114.5,0.0,44-03-13,72-08-27,,,7737,,,,,44.05361111111111,-72.14083333333333,Orange,50017.0
KBLL,,99.5,HELENA,MT,USA,COUNTRY,99.5 THE BULL,27517,12.0,12.0,589.0,589.0,46-44-52,112-19-51,,,FFFF,99.5 The Bull,,Country,,46.74777777777778,-112.33083333333333,Lewis and Clark,30049.0
WBUS-FM,,99.5,CENTRE HALL,PA,USA,CLASSIC ROCK,99.5 THE BUS,3956,0.85,0.85,417.0,417.0,40-45-09,77-45-16,,,5966,MAJIC99,,Top 40,Ex WMAJ,40.7525,-77.75444444444445,Centre,42027.0
KISS-FM,,99.5,SAN ANTONIO,TX,USA,ROCK,99.5 KISS-FM,34976,97.7,97.7,453.0,453.0,29-16-29,98-15-52,,HD,2706,99.5 KISS rocks,-Now playing Song.Artist Kiss FM,Rock,,29.27472222222222,-98.26444444444445,Bexar,48029.0
KMTB,,99.5,MURFREESBORO,AR,USA,COUNTRY,B 99.5,52175,25.0,25.0,80.0,80.0,34-00-41,93-52-03,,,319F,B99,-,,,34.01138888888889,-93.86749999999999,Howard,5061.0
KKLA-FM,,99.5,LOS ANGELES,CA,USA,RELIGIOUS TEACHING,KKLA 99.5 FM,48453,10.0,10.0,902.0,902.0,34-13-26,118-03-44,,,2B86,Current Show,Current Show,Religious Talk,,34.223888888888894,-118.06222222222222,Los Angeles,6037.0
W258AI,WUDR 98.1,99.5,DAYTON,OH,USA,ADULT ALTERNATIVE,FLYER RADIO,69422,0.08,0.08,31.8,31.8,39-44-09,84-10-11,,,,,,,,39.73583333333333,-84.16972222222223,Montgomery,39113.0
K258AG,KVCF 90.5,99.5,MITCHELL,SD,USA,RELIGIOUS TEACHING,VCY AMERICA,83352,0.25,0.25,90.3,0.0,43-42-05,98-03-47,,,,,,,,43.70138888888889,-98.06305555555555,Davison,46035.0
WTKW,,99.5,BRIDGEPORT,NY,USA,CLASSIC ROCK,TK 99 & TK 105,22234,5.7,5.7,103.0,103.0,43-09-24,75-57-25,,HD,87EE,TK-99 TK-105,Classic Rock - TK99 & TK-105,Classic Rock,//WTKV 105.5,43.156666666666666,-75.95694444444445,Madison,36053.0
WMYU-LP,,99.5,OOLTEWAH,TN,USA,RELIGIOUS,,133726,0.1,0.1,-6.0,-6.0,35-01-06,85-01-47,,,,,,,,35.01833333333333,-85.02972222222222,Hamilton,47065.0
K258BN,KRNO 106.9,99.5,VERDI,NV,USA,ADULT CONTEMPORARY,106.9 MORE FM,203,0.0,0.045,0.0,0.0,39-34-38,119-56-19,,,,,,,,39.577222222222225,-119.93861111111111,Washoe,32031.0
K258AR,KAJC 90.1,99.5,CLOVERDALE,OR,USA,RELIGIOUS TEACHING,LIVING WATER RADIO 90.1 FM,139549,0.01,0.01,0.0,0.0,44-11-46,122-59-14,,,,,,,,44.19611111111111,-122.98722222222223,Lane,41039.0
W258AP,WYPZ 900,99.5,MACON,GA,USA,URBAN GOSPEL,PRAISE 99.5,152366,0.099,0.099,203.0,0.0,32-44-58,83-33-35,,,,,,,,32.74944444444444,-83.55972222222222,Bibb,13021.0
W258AT,WKBX-HD2,99.5,ST. MARYS,GA,USA,CLASSIC ROCK,,152329,0.25,0.25,76.2,76.2,30-48-04,81-40-43,,,6F41,WKBX HD2,,Rhythm and Blues,,30.801111111111112,-81.67861111111111,Camden,13039.0
K258BG,KMZN-740,99.5,OSKALOOSA,IA,USA,CLASSIC HITS,TODAY'S NEWS YESTERDAY'S HITS,152491,0.25,0.25,0.0,0.0,41-19-15,92-38-44,,,,,,,,41.32083333333334,-92.64555555555556,Mahaska,19123.0
W258AY,WRKH-HD2,99.5,MOBILE,AL,USA,CONTEMPORARY HIT RADIO,99.6 KISS FM,150854,0.25,0.25,0.0,0.0,30-44-06,88-07-16,,,,,,,,30.735,-88.1211111111111,Baldwin,1003.0
VOAR-2-FM,VOAR-FM 96.7,99.5,MARYSTOWN,NL,CAN,RELIGIOUS,SEVENTH DAY ADVENTIST CHURCH,901487,0.015,0.015,128.0,128.0,47-08-30,55-08-56,,,,,,,,47.141666666666666,-55.14888888888889,,
KRKI-FM1,KRKI 99.5,99.5,RAPID CITY,SD,USA,COUNTRY,TRUE COUNTRY,164915,0.55,0.55,0.0,0.0,44-05-33,103-14-53,,,,,,,,44.0925,-103.24805555555555,Lawrence,46081.0
K258BJ,KEJI 91.5,99.5,EVERETT,WA,USA,CONTEMPORARY CHRISTIAN,LA ESTACION DE LA FAMILIA,155265,0.09,0.09,0.0,0.0,47-55-47,122-14-52,Spanish,,,,,,,47.92972222222222,-122.24777777777778,Snohomish,53061.0
W258BD,WFRN 104.7,99.5,LIGONIER,IN,USA,CONTEMPORARY CHRISTIAN/RELIGIOUS TEACHING,YOUR FRIEND WFRN,147695,0.0,0.12,0.0,28.4,41-27-49,85-35-13,,,,,,,,41.46361111111111,-85.58694444444444,Elkhart,18039.0
K258CW,KRPA-1110,99.5,OAK HARBOR,WA,USA,ADULT CONTEMPORARY,,140794,0.0,0.25,0.0,0.0,48-16-56,122-42-26,,,,,,,,48.282222222222224,-122.70722222222223,Island,53029.0
K258AS,KIFT 106.3,99.5,BRECKENRIDGE,CO,USA,HOT AC,THE LIFT FM,142169,0.099,0.099,-58.3,0.0,39-29-44,106-01-44,,,,,,,,39.495555555555555,-106.02888888888889,Summit,8117.0
K258BK,KBYI 94.3,99.5,FREMONT COUNTY,ID,USA,NEWS/TALK/CLASSICAL,BYU- IDAHO RADIO 94.3,145649,0.01,0.01,761.6,0.0,44-33-37,111-26-19,,,,,,,,44.56027777777778,-111.43861111111111,Fremont,16043.0
WKAA,,99.5,WILLACOOCHEE,GA,USA,COUNTRY,99.5 KIX COUNTRY,71343,73.0,73.0,229.7,229.7,31-10-18,83-21-57,,,6F10,99.5 KIX COUNTRY,Valdosta's Best Country Music www.mykixcountry.com,Country,,31.171666666666667,-83.36583333333333,Cook,13075.0
W258BC,WAYT 88.1,99.5,TALLAHASSEE,FL,USA,CONTEMPORARY CHRISTIAN,WAY FM,144622,0.25,0.25,93.2,0.0,30-28-11,84-17-16,,,,,,,,30.46972222222222,-84.28777777777778,Jefferson,12065.0
KQTC,,99.5,CHRISTOVAL,TX,USA,CONTEMPORARY CHRISTIAN,SPIRIT OF TRUTH RADIO,190414,50.0,50.0,121.0,121.0,31-00-32,100-30-55,,,,,,,,31.00888888888889,-100.51527777777778,Schleicher,48413.0
KBIJ,,99.5,GUYMON,OK,USA,REGIONAL MEXICAN,EL PATRON 99.5,164274,100.0,100.0,82.0,82.0,36-50-42,0101-12-15,Spanish,,,,,,,36.845,-101.20416666666667,Texas,40139.0
K258BQ,KMUD 91.1,99.5,LAYTONVILLE,CA,USA,VARIETY,REDWOOD COMMUNITY RADIO,55427,0.0,0.25,0.0,393.6,40-02-00,0124-02-20,,,,,,,,40.03333333333333,-124.03888888888889,Humboldt,6023.0
WDZN,,99.5,MIDLAND,MD,USA,ROCK,99.5DZN,166026,1.05,1.05,240.0,240.0,39-40-30,78-57-43,,,5F2B,995 WDZN,The Tri-states Rock Station 99.5 DZN,Rock,,39.675,-78.96194444444444,Allegany,24001.0
K258DS,KONY 99.9,99.5,ST. GEORGE,UT,USA,COUNTRY,KONY COUNTRY,58260,0.25,0.25,0.0,0.0,36-50-59,113-29-34,,,,,,,,36.849722222222226,-113.49277777777777,Mohave,4015.0
WVCW,,99.5,WILMINGTON,DE,USA,RELIGIOUS TEACHING,,14374,50.0,50.0,152.0,152.0,39-50-02,75-31-26,,HD,6C97,WVCW,VCY.ORG,Religious Talk,,39.83388888888889,-75.52388888888889,New Castle,10003.0
KQPI,KUPI 99.1,99.5,ABERDEEN,ID,USA,COUNTRY,KUPI IDAHO'S BEST COUNTRY,164125,2.2,2.2,597.0,597.0,42-48-31,112-29-10,,HD,3BCE,,,Country,,42.808611111111105,-112.48611111111111,Bannock,16005.0
KETT,,99.5,MITCHELL,NE,USA,RELIGIOUS TEACHING,SPIRIT 99.3 | SPIRIT CATHOLIC RADIO,164137,13.0,13.0,293.0,293.0,41-50-23,103-49-37,,,1C91,ENCOUNTER JESUS!,KETT 99.3 SPIRIT CATHOLIC RADIO,Religious Talk,,41.83972222222222,-103.82694444444444,Scotts Bluff,31157.0
K258BS,KPFK 90.7,99.5,CHINA LAKE,CA,USA,VARIETY,PACIFICA RADIO,28581,0.0,0.009,0.0,391.4,35-28-48,117-40-59,,,,,,,,35.480000000000004,-117.68305555555555,Kern,6029.0
KNFX-FM,,99.5,BRYAN,TX,USA,CLASSIC ROCK,99.5 THE FOX,41410,6.0,6.0,57.0,57.0,30-39-09,96-20-16,,,32ED,The Fox,99.5 The Fox The Classic Rock Station!,Classic Rock,RT has a lot of spaces in-between words,30.6525,-96.33777777777777,Brazos,48041.0
W258CY,WITY-980,99.5,DANVILLE,IL,USA,ADULT STANDARDS,ILLIANA’S BEST CHOICE WITY 980 AM / 99.5 FM,140811,0.25,0.25,0.0,0.0,40-04-38,87-38-20,,,6BCE,WITY FM,WITY FM,,#ERROR!,40.077222222222225,-87.6388888888889,Vermilion,17183.0
KAKS,,99.5,GOSHEN,AR,USA,SPORTS,ESPN ARKANSAS,69858,3.6,3.6,130.0,130.0,36-10-48,94-05-07,,,1116,99------,ESPN 99.5,,,36.18,-94.08527777777778,Washington,5143.0
WLLY-FM,,99.5,PALM BEACH GARDENS,FL,USA,REGIONAL MEXICAN,LA LEY 99.5,24230,6.0,6.0,100.0,100.0,26-45-42,80-04-42,Spanish,,72EA,,,,,26.761666666666667,-80.07833333333333,Palm Beach,12099.0
WRNO-FM,,99.5,NEW ORLEANS,LA,USA,NEWS/TALK,NEWS TALK 99.5 WRNO,54890,100.0,100.0,306.0,306.0,29-58-57,89-57-09,,,12EC,99.5WRNO artist/title,Contest + Requests 1-800-239-9663,Soft Rock,,29.982499999999998,-89.9525,Jefferson,22051.0
K258BT,KANV 91.3,99.5,MANHATTAN,KS,USA,NEWS/CLASSICAL,KANSAS PUBLIC RADIO,142536,0.17,0.17,75.1,0.0,39-14-12,96-35-25,,,D1C7,,kpr2 #mykpr @kprnews,,,39.236666666666665,-96.59027777777777,Pottawatomie,20149.0
WIDI,,99.5,QUEBRADILLAS,PR,USA,HOT AC,MAGIC 97.3,32141,22.4,22.4,640.0,640.0,18-09-00,66-59-00,Spanish,,0,MAGIC,TITLE by: ARTIST,,,18.15,-66.98333333333333,Maricao,72093.0
W258AH,WJKN 89.3,99.5,KALAMAZOO,MI,USA,CHRISTIAN CHR + ROCK,THE ARBOR FM,77007,0.013,0.013,109.7,109.7,42-15-19,85-40-58,,,,,,,,42.25527777777778,-85.68277777777779,Barry,26015.0
WDZN-FM1,WDZN 99.5,99.5,CUMBERLAND,MD,USA,ROCK,99.5DZN,177584,0.0,0.75,0.0,0.0,39-38-42,78-48-17,,,,,,,,39.644999999999996,-78.80472222222222,Allegany,24001.0
K258BV,KAWZ 89.9,99.5,KETCHUM/HAILEY,ID,USA,RELIGIOUS TEACHING,CSN INTERNATIONAL,121882,0.0,0.013,0.0,185.4,43-30-12,114-19-15,,,,,,,,43.50333333333333,-114.32083333333333,Blaine,16013.0
K258BP,KJOL-FM 91.9,99.5,GRAND JUNCTION,CO,USA,RELIGIOUS TEACHING,HEAR THE LIGHT,151525,0.25,0.25,402.1,0.0,39-03-59,108-44-41,,,,,,,,39.06638888888889,-108.74472222222222,Delta,8029.0
WQYK-FM,,99.5,ST. PETERSBURG,FL,USA,COUNTRY,WQYK 99.5 TAMPA BAY'S COUNTRY STATION,28619,99.0,99.0,174.0,174.0,27-55-55,82-24-04,,HD,8162,,Artist/Title - on 99.5 WQYK,Country,"HD2 on WQYK 99.5, WKXC 99.5, WKLB 102.5, WSOC 103.7, WKML 95.7, WXTU 95.5 & KKLZ-96.3 = Country: 'Nu",27.931944444444447,-82.40111111111112,Hillsborough,12057.0
WJCX,,99.5,PITTSFIELD,ME,USA,RELIGIOUS,,421,6.0,6.0,100.0,100.0,44-48-11,69-10-06,,,6CB7,WJCX,LIFE BEGINS AT THR CROSS,Religious Talk,Calvary Chapel of Bangor,44.80305555555555,-69.16833333333334,Penobscot,23019.0
KBZQ,,99.5,LAWTON,OK,USA,ADULT CONTEMPORARY,THE BREEZE,72712,25.0,25.0,100.0,100.0,34-35-44,98-33-07,,,153E,KBZQ,,Adult Hits,,34.595555555555556,-98.55194444444444,Comanche,40031.0
WCYJ-FM,,99.5,WAYNESBURG,PA,USA,HOT AC,,66648,0.007,0.007,-1.0,-1.0,39-53-59,80-11-07,,,,,,,,39.89972222222222,-80.18527777777778,Greene,42059.0
KLXI,,99.5,FRUITLAND,ID,USA,CONTEMPORARY CHRISTIAN,K-LOVE,67612,100.0,100.0,221.0,221.0,43-47-50,116-33-32,,,2F6A,Song - Artist - K-LOVE,Song - Artist - K-LOVE,Adult Hits,,43.79722222222222,-116.55888888888889,Canyon,16027.0
KNGT,,99.5,LAKE CHARLES,LA,USA,COUNTRY,GATOR 99.5,53643,100.0,100.0,357.0,357.0,30-17-26,93-34-35,,,3303,ADVERTISE WITH TOWNSQUARE MEDIA,ADVERTISE WITH TOWNSQUARE MEDIA,Country,,30.290555555555557,-93.57638888888889,Beauregard,22011.0
K258DY,KJJJ 102.3,99.5,LAKE HAVASU CITY,AZ,USA,COUNTRY,NASH 102.3,38312,0.0,0.16,0.0,0.0,34-33-00,114-11-41,,,,,,,ex 106.3 (K292C),34.55,-114.19472222222223,Mohave,4015.0
K258DB,KAKT 105.1,99.5,PHOENIX,OR,USA,COUNTRY,105.1 THE WOLF,60309,0.011,0.011,0.0,0.0,42-17-57,122-44-56,,,,,,,,42.299166666666665,-122.74888888888889,Jackson,41029.0
K258BI,KAYV 97.1,99.5,GUNNISON,CO,USA,CLASSIC ROCK,THE CAVE,151527,0.0155,0.0155,6.3,6.3,38-42-47,106-48-39,,Silent,,,,,silent 11/3/24 financial difficulties,38.713055555555556,-106.81083333333333,Gunnison,8051.0
WAIL,,99.5,KEY WEST,FL,USA,CLASSIC ROCK,ROCKIN' THE KEYS WAIL 995,31637,100.0,100.0,167.0,167.0,24-40-36,81-30-39,,,5583,,,,,24.67666666666667,-81.51083333333334,Monroe,12087.0
WMAG,,99.5,HIGH POINT,NC,USA,ADULT CONTEMPORARY,MIX 99.5,73258,100.0,100.0,456.0,456.0,35-52-13,79-50-25,,HD,145E,995 WMAG Song/Artist - The Best Variety of 80s 90s and Today,995 WMAG Song/Artist - The Best Variety of 80s 90s and Today,Soft Rock,,35.87027777777778,-79.84027777777777,Guilford,37081.0
KRPH,,99.5,MORRISTOWN,AZ,USA,TALK,LA ONDA,166065,7.9,7.9,371.0,371.0,34-11-32,112-45-13,Spanish,,,,,,,34.19222222222222,-112.75361111111111,Yavapai,4025.0
KKTU-FM,,99.5,FALLON,NV,USA,ADULT HITS,,36244,6.0,6.0,76.0,76.0,39-29-26,118-49-08,,,,,,,,39.49055555555556,-118.81888888888888,Churchill,32001.0
K258BZ,K258DA,99.5,SUGAR LAND,TX,USA,MULTILINGUAL,RADIO DABANG,65769,0.099,0.099,143.5,0.0,29-37-24,95-33-08,Indian,,FFFF,RADIO DABANG,RADIO DABANG 99.5 713-974-4000,Top 40,Actually broadcasting from the licensed site. Originating programming.,29.623333333333335,-95.55222222222221,Fort Bend,48157.0
W258BT,WWYC-1560,99.5,PERRYSBURG,OH,USA,RELIGIOUS TEACHING,CSN INTERNATIONAL,92941,0.0,0.25,0.0,47.2,41-37-00,83-37-17,,,,,,,,41.61666666666667,-83.62138888888889,Lucas,39095.0
K258BM,KWRL 102.3,99.5,LA GRANDE,OR,USA,HOT AC,THE RIVER,79170,0.0,0.099,0.0,0.0,45-20-53,0118-07-02,,,4BDD,,,Top 40,,45.34805555555556,-118.11722222222221,Union,41061.0
W258BA,WFNB-1130,99.5,TERRE HAUTE,IN,USA,SPORTS,WFNB THE FANBASE,152754,0.25,0.25,120.0,0.0,39-27-13,87-28-15,,,632F,WFNB THE FANBASE,WFNB THE FANBASE,,,39.453611111111115,-87.47083333333333,Vigo,18167.0
K258CY,KSMA-1240,99.5,SANTA MARIA,CA,USA,NEWS/TALK,NEWSTALK 1240,151365,0.0,0.25,0.0,0.0,34-44-30,120-26-45,,,,,,,,34.74166666666667,-120.44583333333334,Santa Barbara,6083.0
W258CB,WJMZ-FM HD3,99.5,GREENVILLE,SC,USA,ADULT CONTEMPORARY,STAR 99.5,156241,0.22,0.22,0.0,0.0,34-56-05,82-24-16,,,,,,,,34.93472222222222,-82.40444444444445,Henderson,37089.0
KBHW,,99.5,INTERNATIONAL FALLS,MN,USA,CONTEMPORARY CHRISTIAN/RELIGIOUS TEACHING,PSALM FM,42902,100.0,100.0,171.0,171.0,48-33-45,93-49-21,,,1370,Psalm FM,,,Heartland Christian Broadcasters,48.5625,-93.82249999999999,Koochiching,27071.0
WLOV-FM,,99.5,DAYTONA BEACH SHORES,FL,USA,SOFT AC,WLOV DAYTONA'S GREATEST HITS,189546,5.5,5.5,105.0,105.0,29-14-11,81-04-22,,,7335,TITLE & aRTIST ON 99-5,99.5 wlov,Adult Hits,,29.23638888888889,-81.07277777777777,Volusia,12127.0
W258AN,WPAD-1560,99.5,PADUCAH,KY,USA,SPORTS,THE FAN 99.5,145480,0.25,0.25,0.0,0.0,37-02-56,88-36-52,,,,,,,also // W269DO Symsonia KY,37.04888888888889,-88.61444444444444,Massac,17127.0
W258DC,WXGI-950,99.5,RICHMOND,VA,USA,CLASSIC HIP-HOP,99.5 102.7 THE BOX,20934,0.25,0.25,0.0,0.0,37-36-52,77-30-56,,,D4D7,,,,//W274BX 102.7,37.614444444444445,-77.51555555555555,Chesterfield,51041.0
WYSS,,99.5,SAULT STE. MARIE,MI,USA,CONTEMPORARY HIT RADIO,YES 99.5,977,100.0,100.0,86.0,86.0,46-23-48,84-23-52,,,95EE,YES FM,Today's Hit Music,Top 40,6/2026: remains on 1.3kw STA since 5/2018 at 46 29 8N 84 13 49W,46.39666666666667,-84.39777777777779,Chippewa,26033.0
KRKI,,99.5,KEYSTONE,SD,USA,COUNTRY,TRUE COUNTRY,89114,100.0,0.0,224.0,0.0,43-51-24,103-45-50,,,,,,,,43.85666666666667,-103.76388888888889,Pennington,46103.0
KQBR,,99.5,LUBBOCK,TX,USA,COUNTRY,LONESTAR 99.5,60800,100.0,100.0,249.0,249.0,33-31-04,101-51-23,,,,,,,,33.51777777777777,-101.85638888888889,Cochran,48079.0
KJKQ,,99.5,SISSETON,SD,USA,ADULT HITS,99.5 JACK FM,183354,50.0,50.0,128.0,128.0,45-36-52,97-24-52,,,28D8,,,,,45.614444444444445,-97.41444444444446,Marshall,46091.0
KRPH-FM1,KRPH 99.5,99.5,WITTMANN,AZ,USA,OLDIES,ME-TV MUSIC,189907,0.625,0.625,0.0,0.0,33-57-17,112-28-34,,Silent,,,,,Silent 9/3/2020 booster must stay silent,33.95472222222222,-112.47611111111111,Yavapai,4025.0
W258BI,WBMW-HD2,99.5,NEW LONDON,CT,USA,COUNTRY,US 99.5,156163,0.25,0.25,0.0,0.0,41-28-30,72-06-17,,,589A,title & Artist on US 99.5 Country,title & Artist on US 99.5 Country,Country,,41.475,-72.10472222222222,New London,9011.0
WUSR,,99.5,SCRANTON,PA,USA,VARIETY,,69198,0.41,0.41,378.0,378.0,41-25-41,75-44-50,,,,,,,,41.42805555555555,-75.74722222222222,Lackawanna,42069.0
W258AL,WMRQ-FM HD2,99.5,CLINTON,CT,USA,SPANISH HITS,BOMBA RADIO,139348,0.2,0.2,0.0,0.0,41-34-11,73-01-05,Spanish,,85C7 (WSPR),BOMBA 97.1 HARTFORD - 99.5 WATERBURY - 104.5 BRIDGEPORT,BOMBA 97.1 HARTFORD - 99.5 WATERBURY - 104.5 BRIDGEPORT,Top 40,#ERROR!,41.569722222222225,-73.01805555555555,New Haven,9009.0
K258CE,KAWZ 89.9,99.5,FORT SMITH,AR,USA,RELIGIOUS TEACHING,CSN INTERNATIONAL,157551,0.08,0.08,0.0,0.0,35-21-15,94-25-53,,,,,,,,35.35416666666667,-94.43138888888889,Crawford,5033.0
CHOO-FM,,99.5,DRUMHELLER,AB,CAN,CLASSIC HITS,BOOM 99.5,900718,4.0,4.0,37.0,37.0,51-26-05,112-41-54,,,,,,,,51.43472222222222,-112.69833333333334,,
CKSB-8-FM,CKSB-1050,99.5,BRANDON,MB,CAN,NEWS/TALK,ICI RADIO-CANADA PREMIERE,900719,21.7,21.7,297.7,297.7,49-40-05,100-00-42,French,,,,,,,49.668055555555554,-100.01166666666667,,
CBAN-FM,CBZF-FM 99.5,99.5,EDMUNDSTON,NB,CAN,NEWS/TALK,CBC RADIO ONE FREDERICTON,900720,24.0,0.0,217.0,0.0,47-23-25,68-18-57,,Mono,B202,CBC RADIO 1,,Talk,,47.390277777777776,-68.31583333333333,,
CBZF-FM,,99.5,FREDERICTON,NB,CAN,NEWS/TALK,CBC RADIO ONE FREDERICTON,900721,3.2,3.2,83.0,0.0,45-56-51,66-35-40,,Mono,,,,,,45.9475,-66.59444444444443,,
CKTY-FM,,99.5,TRURO,NS,CAN,COUNTRY,CAT COUNTRY 99.5,900722,16.75,16.75,226.0,0.0,45-33-16,63-13-23,,,CE20 - 'WAA',,,Country,,45.55444444444444,-63.223055555555554,,
CFBG-FM,,99.5,BRACEBRIDGE,ON,CAN,ADULT CONTEMPORARY,MOOSE FM,900723,12.0,12.0,85.5,85.5,45-02-11,79-15-15,,,C123 - 'WCD',CFBG MUSKOKA'S BEST MUSIC THE MOOSE 99.5,CFBG MUSKOKA'S BEST MUSIC THE MOOSE 99.5,Top 40,My Muskoka Now (in news),45.03638888888889,-79.25416666666666,,
CJBC-2-FM,CJBC-860,99.5,KINGSTON,ON,CAN,NEWS/TALK,ICI RADIO-CANADA PREMIERE,900724,1.56,1.56,139.0,0.0,44-17-22,76-28-49,French,,----,ICI Mus.,Vous Ecoutez Ici Musique,Classical,,44.28944444444444,-76.48027777777779,,
CFCA-FM,,99.5,KITCHENER,ON,CAN,CONTEMPORARY HIT RADIO,VIRGIN RADIO,900725,4.3,4.3,110.0,0.0,43-24-13,80-31-54,,HD,C138,,,,,43.40361111111111,-80.53166666666667,,
CJPX-FM,,99.5,MONTRÉAL,QC,CAN,TALK,QUATRE-VINGT-DIX-NEUF-CINQ MONTREAL,900726,8.7,8.7,296.3,296.3,45-30-20,73-35-30,French,HD,CAF1,SEQUENCE ROCK 470 99.5 mtl,MARIO DUMONT TOUS LES MATINS EN SEMAINE 6H AU 99.5 MTL,No Program Type or Undefined,Alternative 6pm-6am nights and weekends,45.50555555555555,-73.59166666666667,,
CHRL-FM,,99.5,ROBERVAL,QC,CAN,,PLANETE RADIO,900727,50.0,50.0,149.0,0.0,48-24-05,72-05-21,,,,,,,,48.40138888888889,-72.08916666666666,,
CJIE-FM-1,CJIE-FM 107.,99.5,ARBORG,MB,CAN,COUNTRY,THE VOICE OF THE INTERLAKE,901529,0.119,0.119,31.0,31.0,50-54-05,97-12-58,,,,,,,,50.90138888888889,-97.21611111111112,,
W258BY,WAJI-HD2,99.5,FORT WAYNE,IN,USA,ROCK,ALT 99.5,139493,0.115,0.115,0.0,0.0,41-06-13,85-11-28,,,----,ALT 99.5,,Rock,,41.103611111111114,-85.19111111111111,Allen,18003.0
KZDV,,99.5,RATTAN,OK,USA,CONTEMPORARY CHRISTIAN,THE DOVE,189574,6.0,6.0,38.0,38.0,34-09-35,95-25-56,,,,,,,,34.15972222222222,-95.43222222222222,Pushmataha,40127.0
XHRTM-FM,AM 850,99.5,MACUSPANA,TAB,MEX,REGIONAL MEXICAN,LA Z,801262,6.0,6.0,339.94,339.94,17-40-59,92-34-17,Spanish,,,,,,,17.68305555555556,-92.57138888888889,,
XHTVR-FM,AM 1150,99.5,TUXPAN DE RODRÍGUEZ CANÓ,VER,MEX,ROMANTICA,VIDA AZUL 99.5,801220,10.0,10.0,85.91,85.91,20-58-17,97-24-32,Spanish,,AB8C,AZUL,VIDA AZUL TEL 7838345850,,,20.97138888888889,-97.4088888888889,,
